,word,score
22336,outstanding,5.0
22337,overjoyed,4.0
22338,overload,-1.0
22339,overlooked,-1.0
22340,overreact,-2.0
22341,overreacted,-2.0
22342,overreaction,-2.0
22343,overreacts,-2.0
22344,oversell,-2.0
22345,overselling,-2.0
22346,oversells,-2.0
22347,oversimplification,-2.0
22348,oversimplified,-2.0
22349,oversimplifies,-2.0
22350,oversimplify,-2.0
22351,overstatement,-2.0
22352,overstatements,-2.0
22353,overweight,-1.0
22354,oxymoron,-1.0
22355,pain,-2.0
22356,pained,-2.0
22357,panic,-3.0
22358,panicked,-3.0
22359,panics,-3.0
22360,paradise,3.0
22361,paradox,-1.0
22362,pardon,2.0
22363,pardoned,2.0
22364,pardoning,2.0
22365,pardons,2.0
22366,parley,-1.0
22367,passionate,2.0
22368,passive,-1.0
22369,passively,-1.0
22370,pathetic,-2.0
22371,pay,-1.0
22372,peace,2.0
22373,peaceful,2.0
22374,peacefully,2.0
22375,penalty,-2.0
22376,pensive,-1.0
22377,perfect,3.0
22378,perfected,2.0
22379,perfectly,3.0
22380,perfects,2.0
22381,peril,-2.0
22382,perjury,-3.0
22383,perpetrator,-2.0
22384,perpetrators,-2.0
22385,perplexed,-2.0
22386,persecute,-2.0
22387,persecuted,-2.0
22388,persecutes,-2.0
22389,persecuting,-2.0
22390,perturbed,-2.0
22391,pesky,-2.0
22392,pessimism,-2.0
22393,pessimistic,-2.0
22394,petrified,-2.0
22395,phobic,-2.0
22396,picturesque,2.0
22397,pileup,-1.0
22398,pique,-2.0
22399,piqued,-2.0
22400,piss,-4.0
22401,pissed,-4.0
22402,pissing,-3.0
22403,piteous,-2.0
22404,pitied,-1.0
22405,pity,-2.0
22406,playful,2.0
22407,pleasant,3.0
22408,please,1.0
22409,pleased,3.0
22410,pleasure,3.0
22411,poised,-2.0
22412,poison,-2.0
22413,poisoned,-2.0
22414,poisons,-2.0
22415,pollute,-2.0
22416,polluted,-2.0
22417,polluter,-2.0
22418,polluters,-2.0
22419,pollutes,-2.0
22420,poor,-2.0
22421,poorer,-2.0
22422,poorest,-2.0
22423,popular,3.0
22424,positive,2.0
22425,positively,2.0
22426,possessive,-2.0
22427,postpone,-1.0
22428,postponed,-1.0
22429,postpones,-1.0
22430,postponing,-1.0
22431,poverty,-1.0
22432,powerful,2.0
22433,powerless,-2.0
22434,praise,3.0
22435,praised,3.0
22436,praises,3.0
22437,praising,3.0
22438,pray,1.0
22439,praying,1.0
22440,prays,1.0
22441,prblm,-2.0
22442,prblms,-2.0
22443,prepared,1.0
22444,pressure,-1.0
22445,pressured,-2.0
22446,pretend,-1.0
22447,pretending,-1.0
22448,pretends,-1.0
22449,pretty,1.0
22450,prevent,-1.0
22451,prevented,-1.0
22452,preventing,-1.0
22453,prevents,-1.0
22454,prick,-5.0
22455,prison,-2.0
22456,prisoner,-2.0
22457,prisoners,-2.0
22458,privileged,2.0
22459,proactive,2.0
22460,problem,-2.0
22461,problems,-2.0
22462,profiteer,-2.0
22463,progress,2.0
22464,prominent,2.0
22465,promise,1.0
22466,promised,1.0
22467,promises,1.0
22468,promote,1.0
22469,promoted,1.0
22470,promotes,1.0
22471,promoting,1.0
22472,propaganda,-2.0
22473,prosecute,-1.0
22474,prosecuted,-2.0
22475,prosecutes,-1.0
22476,prosecution,-1.0
22477,prospect,1.0
22478,prospects,1.0
22479,prosperous,3.0
22480,protect,1.0
22481,protected,1.0
22482,protects,1.0
22483,protest,-2.0
22484,protesters,-2.0
22485,protesting,-2.0
22486,protests,-2.0
22487,proud,2.0
22488,proudly,2.0
22489,provoke,-1.0
22490,provoked,-1.0
22491,provokes,-1.0
22492,provoking,-1.0
22493,pseudoscience,-3.0
22494,punish,-2.0
22495,punished,-2.0
22496,punishes,-2.0
22497,punitive,-2.0
22498,pushy,-1.0
22499,puzzled,-2.0
22500,quaking,-2.0
22501,questionable,-2.0
22502,questioned,-1.0
22503,questioning,-1.0
22504,racism,-3.0
22505,racist,-3.0
22506,racists,-3.0
22507,rage,-2.0
22508,rageful,-2.0
22509,rainy,-1.0
22510,rant,-3.0
22511,ranter,-3.0
22512,ranters,-3.0
22513,rants,-3.0
22514,rape,-4.0
22515,rapist,-4.0
22516,rapture,2.0
22517,raptured,2.0
22518,raptures,2.0
22519,rapturous,4.0
22520,rash,-2.0
22521,ratified,2.0
22522,reach,1.0
22523,reached,1.0
22524,reaches,1.0
22525,reaching,1.0
22526,reassure,1.0
22527,reassured,1.0
22528,reassures,1.0
22529,reassuring,2.0
22530,rebellion,-2.0
22531,recession,-2.0
22532,reckless,-2.0
22533,recommend,2.0
22534,recommended,2.0
22535,recommends,2.0
22536,redeemed,2.0
22537,refuse,-2.0
22538,refused,-2.0
22539,refusing,-2.0
22540,regret,-2.0
22541,regretful,-2.0
22542,regrets,-2.0
22543,regretted,-2.0
22544,regretting,-2.0
22545,reject,-1.0
22546,rejected,-1.0
22547,rejecting,-1.0
22548,rejects,-1.0
22549,rejoice,4.0
22550,rejoiced,4.0
22551,rejoices,4.0
22552,rejoicing,4.0
22553,relaxed,2.0
22554,relentless,-1.0
22555,reliant,2.0
22556,relieve,1.0
22557,relieved,2.0
22558,relieves,1.0
22559,relieving,2.0
22560,relishing,2.0
22561,remarkable,2.0
22562,remorse,-2.0
22563,repulse,-1.0
22564,repulsed,-2.0
22565,rescue,2.0
22566,rescued,2.0
22567,rescues,2.0
22568,resentful,-2.0
22569,resign,-1.0
22570,resigned,-1.0
22571,resigning,-1.0
22572,resigns,-1.0
22573,resolute,2.0
22574,resolve,2.0
22575,resolved,2.0
22576,resolves,2.0
22577,resolving,2.0
22578,respected,2.0
22579,responsible,2.0
22580,responsive,2.0
22581,restful,2.0
22582,restless,-2.0
22583,restore,1.0
22584,restored,1.0
22585,restores,1.0
22586,restoring,1.0
22587,restrict,-2.0
22588,restricted,-2.0
22589,restricting,-2.0
22590,restriction,-2.0
22591,restricts,-2.0
22592,retained,-1.0
22593,retard,-2.0
22594,retarded,-2.0
22595,retreat,-1.0
22596,revenge,-2.0
22597,revengeful,-2.0
22598,revered,2.0
22599,revive,2.0
22600,revives,2.0
22601,reward,2.0
22602,rewarded,2.0
22603,rewarding,2.0
22604,rewards,2.0
22605,rich,2.0
22606,ridiculous,-3.0
22607,rig,-1.0
22608,rigged,-1.0
22609,right direction,3.0
22610,rigorous,3.0
22611,rigorously,3.0
22612,riot,-2.0
22613,riots,-2.0
22614,risk,-2.0
22615,risks,-2.0
22616,rob,-2.0
22617,robber,-2.0
22618,robed,-2.0
22619,robing,-2.0
22620,robs,-2.0
22621,robust,2.0
22622,rofl,4.0
22623,roflcopter,4.0
22624,roflmao,4.0
22625,romance,2.0
22626,rotfl,4.0
22627,rotflmfao,4.0
22628,rotflol,4.0
22629,ruin,-2.0
22630,ruined,-2.0
22631,ruining,-2.0
22632,ruins,-2.0
22633,sabotage,-2.0
22634,sad,-2.0
22635,sadden,-2.0
22636,saddened,-2.0
22637,sadly,-2.0
22638,safe,1.0
22639,safely,1.0
22640,safety,1.0
22641,salient,1.0
22642,sappy,-1.0
22643,sarcastic,-2.0
22644,satisfied,2.0
22645,save,2.0
22646,saved,2.0
22647,scam,-2.0
22648,scams,-2.0
22649,scandal,-3.0
22650,scandalous,-3.0
22651,scandals,-3.0
22652,scapegoat,-2.0
22653,scapegoats,-2.0
22654,scare,-2.0
22655,scared,-2.0
22656,scary,-2.0
22657,sceptical,-2.0
22658,scold,-2.0
22659,scoop,3.0
22660,scorn,-2.0
22661,scornful,-2.0
22662,scream,-2.0
22663,screamed,-2.0
22664,screaming,-2.0
22665,screams,-2.0
22666,screwed,-2.0
22667,screwed up,-3.0
22668,scumbag,-4.0
22669,secure,2.0
22670,secured,2.0
22671,secures,2.0
22672,sedition,-2.0
22673,seditious,-2.0
22674,seduced,-1.0
22675,self-confident,2.0
22676,self-deluded,-2.0
22677,selfish,-3.0
22678,selfishness,-3.0
22679,sentence,-2.0
22680,sentenced,-2.0
22681,sentences,-2.0
22682,sentencing,-2.0
22683,serene,2.0
22684,severe,-2.0
22685,sexy,3.0
22686,shaky,-2.0
22687,shame,-2.0
22688,shamed,-2.0
22689,shameful,-2.0
22690,share,1.0
22691,shared,1.0
22692,shares,1.0
22693,shattered,-2.0
22694,shit,-4.0
22695,shithead,-4.0
22696,shitty,-3.0
22697,shock,-2.0
22698,shocked,-2.0
22699,shocking,-2.0
22700,shocks,-2.0
22701,shoot,-1.0
22702,short-sighted,-2.0
22703,short-sightedness,-2.0
22704,shortage,-2.0
22705,shortages,-2.0
22706,shrew,-4.0
22707,shy,-1.0
22708,sick,-2.0
22709,sigh,-2.0
22710,significance,1.0
22711,significant,1.0
22712,silencing,-1.0
22713,silly,-1.0
22714,sincere,2.0
22715,sincerely,2.0
22716,sincerest,2.0
22717,sincerity,2.0
22718,sinful,-3.0
22719,singleminded,-2.0
22720,skeptic,-2.0
22721,skeptical,-2.0
22722,skepticism,-2.0
22723,skeptics,-2.0
22724,slam,-2.0
22725,slash,-2.0
22726,slashed,-2.0
22727,slashes,-2.0
22728,slashing,-2.0
22729,slavery,-3.0
22730,sleeplessness,-2.0
22731,slick,2.0
22732,slicker,2.0
22733,slickest,2.0
22734,sluggish,-2.0
22735,slut,-5.0
22736,smart,1.0
22737,smarter,2.0
22738,smartest,2.0
22739,smear,-2.0
22740,smile,2.0
22741,smiled,2.0
22742,smiles,2.0
22743,smiling,2.0
22744,smog,-2.0
22745,sneaky,-1.0
22746,snub,-2.0
22747,snubbed,-2.0
22748,snubbing,-2.0
22749,snubs,-2.0
22750,sobering,1.0
22751,solemn,-1.0
22752,solid,2.0
22753,solidarity,2.0
22754,solution,1.0
22755,solutions,1.0
22756,solve,1.0
22757,solved,1.0
22758,solves,1.0
22759,solving,1.0
22760,somber,-2.0
22761,some kind,0.0
22762,son-of-a-bitch,-5.0
22763,soothe,3.0
22764,soothed,3.0
22765,soothing,3.0
22766,sophisticated,2.0
22767,sore,-1.0
22768,sorrow,-2.0
22769,sorrowful,-2.0
22770,sorry,-1.0
22771,spam,-2.0
22772,spammer,-3.0
22773,spammers,-3.0
22774,spamming,-2.0
22775,spark,1.0
22776,sparkle,3.0
22777,sparkles,3.0
22778,sparkling,3.0
22779,speculative,-2.0
22780,spirit,1.0
22781,spirited,2.0
22782,spiritless,-2.0
22783,spiteful,-2.0
22784,splendid,3.0
22785,sprightly,2.0
22786,squelched,-1.0
22787,stab,-2.0
22788,stabbed,-2.0
22789,stable,2.0
22790,stabs,-2.0
22791,stall,-2.0
22792,stalled,-2.0
22793,stalling,-2.0
22794,stamina,2.0
22795,stampede,-2.0
22796,startled,-2.0
22797,starve,-2.0
22798,starved,-2.0
22799,starves,-2.0
22800,starving,-2.0
22801,steadfast,2.0
22802,steal,-2.0
22803,steals,-2.0
22804,stereotype,-2.0
22805,stereotyped,-2.0
22806,stifled,-1.0
22807,stimulate,1.0
22808,stimulated,1.0
22809,stimulates,1.0
22810,stimulating,2.0
22811,stingy,-2.0
22812,stolen,-2.0
22813,stop,-1.0
22814,stopped,-1.0
22815,stopping,-1.0
22816,stops,-1.0
22817,stout,2.0
22818,straight,1.0
22819,strange,-1.0
22820,strangely,-1.0
22821,strangled,-2.0
22822,strength,2.0
22823,strengthen,2.0
22824,strengthened,2.0
22825,strengthening,2.0
22826,strengthens,2.0
22827,stressed,-2.0
22828,stressor,-2.0
22829,stressors,-2.0
22830,stricken,-2.0
22831,strike,-1.0
22832,strikers,-2.0
22833,strikes,-1.0
22834,strong,2.0
22835,stronger,2.0
22836,strongest,2.0
22837,struck,-1.0
22838,struggle,-2.0
22839,struggled,-2.0
22840,struggles,-2.0
22841,struggling,-2.0
22842,stubborn,-2.0
22843,stuck,-2.0
22844,stunned,-2.0
22845,stunning,4.0
22846,stupid,-2.0
22847,stupidly,-2.0
22848,suave,2.0
22849,substantial,1.0
22850,substantially,1.0
22851,subversive,-2.0
22852,success,2.0
22853,successful,3.0
22854,suck,-3.0
22855,sucks,-3.0
22856,suffer,-2.0
22857,suffering,-2.0
22858,suffers,-2.0
22859,suicidal,-2.0
22860,suicide,-2.0
22861,suing,-2.0
22862,sulking,-2.0
22863,sulky,-2.0
22864,sullen,-2.0
22865,sunshine,2.0
22866,super,3.0
22867,superb,5.0
22868,superior,2.0
22869,support,2.0
22870,supported,2.0
22871,supporter,1.0
22872,supporters,1.0
22873,supporting,1.0
22874,supportive,2.0
22875,supports,2.0
22876,survived,2.0
22877,surviving,2.0
22878,survivor,2.0
22879,suspect,-1.0
22880,suspected,-1.0
22881,suspecting,-1.0
22882,suspects,-1.0
22883,suspend,-1.0
22884,suspended,-1.0
22885,suspicious,-2.0
22886,swear,-2.0
22887,swearing,-2.0
22888,swears,-2.0
22889,sweet,2.0
22890,swift,2.0
22891,swiftly,2.0
22892,swindle,-3.0
22893,swindles,-3.0
22894,swindling,-3.0
22895,sympathetic,2.0
22896,sympathy,2.0
22897,tard,-2.0
22898,tears,-2.0
22899,tender,2.0
22900,tense,-2.0
22901,tension,-1.0
22902,terrible,-3.0
22903,terribly,-3.0
22904,terrific,4.0
22905,terrified,-3.0
22906,terror,-3.0
22907,terrorize,-3.0
22908,terrorized,-3.0
22909,terrorizes,-3.0
22910,thank,2.0
22911,thankful,2.0
22912,thanks,2.0
22913,thorny,-2.0
22914,thoughtful,2.0
22915,thoughtless,-2.0
22916,threat,-2.0
22917,threaten,-2.0
22918,threatened,-2.0
22919,threatening,-2.0
22920,threatens,-2.0
22921,threats,-2.0
22922,thrilled,5.0
22923,thwart,-2.0
22924,thwarted,-2.0
22925,thwarting,-2.0
22926,thwarts,-2.0
22927,timid,-2.0
22928,timorous,-2.0
22929,tired,-2.0
22930,tits,-2.0
22931,tolerant,2.0
22932,toothless,-2.0
22933,top,2.0
22934,tops,2.0
22935,torn,-2.0
22936,torture,-4.0
22937,tortured,-4.0
22938,tortures,-4.0
22939,torturing,-4.0
22940,totalitarian,-2.0
22941,totalitarianism,-2.0
22942,tout,-2.0
22943,touted,-2.0
22944,touting,-2.0
22945,touts,-2.0
22946,tragedy,-2.0
22947,tragic,-2.0
22948,tranquil,2.0
22949,trap,-1.0
22950,trapped,-2.0
22951,trauma,-3.0
22952,traumatic,-3.0
22953,travesty,-2.0
22954,treason,-3.0
22955,treasonous,-3.0
22956,treasure,2.0
22957,treasures,2.0
22958,trembling,-2.0
22959,tremulous,-2.0
22960,tricked,-2.0
22961,trickery,-2.0
22962,triumph,4.0
22963,triumphant,4.0
22964,trouble,-2.0
22965,troubled,-2.0
22966,troubles,-2.0
22967,true,2.0
22968,trust,1.0
22969,trusted,2.0
22970,tumor,-2.0
22971,twat,-5.0
22972,ugly,-3.0
22973,unacceptable,-2.0
22974,unappreciated,-2.0
22975,unapproved,-2.0
22976,unaware,-2.0
22977,unbelievable,-1.0
22978,unbelieving,-1.0
22979,unbiased,2.0
22980,uncertain,-1.0
22981,unclear,-1.0
22982,uncomfortable,-2.0
22983,unconcerned,-2.0
22984,unconfirmed,-1.0
22985,unconvinced,-1.0
22986,uncredited,-1.0
22987,undecided,-1.0
22988,underestimate,-1.0
22989,underestimated,-1.0
22990,underestimates,-1.0
22991,underestimating,-1.0
22992,undermine,-2.0
22993,undermined,-2.0
22994,undermines,-2.0
22995,undermining,-2.0
22996,undeserving,-2.0
22997,undesirable,-2.0
22998,uneasy,-2.0
22999,unemployment,-2.0
23000,unequal,-1.0
23001,unequaled,2.0
23002,unethical,-2.0
23003,unfair,-2.0
23004,unfocused,-2.0
23005,unfulfilled,-2.0
23006,unhappy,-2.0
23007,unhealthy,-2.0
23008,unified,1.0
23009,unimpressed,-2.0
23010,unintelligent,-2.0
23011,united,1.0
23012,unjust,-2.0
23013,unlovable,-2.0
23014,unloved,-2.0
23015,unmatched,1.0
23016,unmotivated,-2.0
23017,unprofessional,-2.0
23018,unresearched,-2.0
23019,unsatisfied,-2.0
23020,unsecured,-2.0
23021,unsettled,-1.0
23022,unsophisticated,-2.0
23023,unstable,-2.0
23024,unstoppable,2.0
23025,unsupported,-2.0
23026,unsure,-1.0
23027,untarnished,2.0
23028,unwanted,-2.0
23029,unworthy,-2.0
23030,upset,-2.0
23031,upsets,-2.0
23032,upsetting,-2.0
23033,uptight,-2.0
23034,urgent,-1.0
23035,useful,2.0
23036,usefulness,2.0
23037,useless,-2.0
23038,uselessness,-2.0
23039,vague,-2.0
23040,validate,1.0
23041,validated,1.0
23042,validates,1.0
23043,validating,1.0
23044,verdict,-1.0
23045,verdicts,-1.0
23046,vested,1.0
23047,vexation,-2.0
23048,vexing,-2.0
23049,vibrant,3.0
23050,vicious,-2.0
23051,victim,-3.0
23052,victimize,-3.0
23053,victimized,-3.0
23054,victimizes,-3.0
23055,victimizing,-3.0
23056,victims,-3.0
23057,vigilant,3.0
23058,vile,-3.0
23059,vindicate,2.0
23060,vindicated,2.0
23061,vindicates,2.0
23062,vindicating,2.0
23063,violate,-2.0
23064,violated,-2.0
23065,violates,-2.0
23066,violating,-2.0
23067,violence,-3.0
23068,violent,-3.0
23069,virtuous,2.0
23070,virulent,-2.0
23071,vision,1.0
23072,visionary,3.0
23073,visioning,1.0
23074,visions,1.0
23075,vitality,3.0
23076,vitamin,1.0
23077,vitriolic,-3.0
23078,vivacious,3.0
23079,vociferous,-1.0
23080,vulnerability,-2.0
23081,vulnerable,-2.0
23082,walkout,-2.0
23083,walkouts,-2.0
23084,wanker,-3.0
23085,want,1.0
23086,war,-2.0
23087,warfare,-2.0
23088,warm,1.0
23089,warmth,2.0
23090,warn,-2.0
23091,warned,-2.0
23092,warning,-3.0
23093,warnings,-3.0
23094,warns,-2.0
23095,waste,-1.0
23096,wasted,-2.0
23097,wasting,-2.0
23098,wavering,-1.0
23099,weak,-2.0
23100,weakness,-2.0
23101,wealth,3.0
23102,wealthy,2.0
23103,weary,-2.0
23104,weep,-2.0
23105,weeping,-2.0
23106,weird,-2.0
23107,welcome,2.0
23108,welcomed,2.0
23109,welcomes,2.0
23110,whimsical,1.0
23111,whitewash,-3.0
23112,whore,-4.0
23113,wicked,-2.0
23114,widowed,-1.0
23115,willingness,2.0
23116,win,4.0
23117,winner,4.0
23118,winning,4.0
23119,wins,4.0
23120,winwin,3.0
23121,wish,1.0
23122,wishes,1.0
23123,wishing,1.0
23124,withdrawal,-3.0
23125,woebegone,-2.0
23126,woeful,-3.0
23127,won,3.0
23128,wonderful,4.0
23129,woo,3.0
23130,woohoo,3.0
23131,wooo,4.0
23132,woow,4.0
23133,worn,-1.0
23134,worried,-3.0
23135,worry,-3.0
23136,worrying,-3.0
23137,worse,-3.0
23138,worsen,-3.0
23139,worsened,-3.0
23140,worsening,-3.0
23141,worsens,-3.0
23142,worshiped,3.0
23143,worst,-3.0
23144,worth,2.0
23145,worthless,-2.0
23146,worthy,2.0
23147,wow,4.0
23148,wowow,4.0
23149,wowww,4.0
23150,wrathful,-3.0
23151,wreck,-2.0
23152,wrong,-2.0
23153,wronged,-2.0
23154,wtf,-4.0
23155,yeah,1.0
23156,yearning,1.0
23157,yeees,2.0
23158,yes,1.0
23159,youthful,2.0
23160,yucky,-2.0
23161,yummy,3.0
23162,zealot,-2.0
23163,zealots,-2.0
23164,zealous,2.0
